Last 4 Card Digits,Order Date,Menu Item,Qty,Total,Tip
4672,2024-01-15 18:45:00,Bluemoon,2.0,10.93,14.2
4678,2023-11-22 20:42:00,"Baby Back Ribs Flight, Skewer Flight, Salad Flight, Bloody Mary Flight, Mojito Flight, Campbell Mud Pie",6.0,133.25,7.09
4682,2024-02-11 15:14:00,"Gin Flight, Coke, Fry Flight, Caesar Salad, Taco Flight",5.0,81.87,9.39
4683,2023-12-21 16:22:00,"MODELO, MODELO, Ahi Tuna Taco Flight, Slider Flight, Slider Flight",5.0,80.77,17.07
4683,2024-02-01 19:19:00,"Frozen Margarita Flight, Mojito Flight, Ahi Tuna Taco Flight",3.0,72.13,10.0
4683,2024-02-08 19:08:00,"Mojito Flight, White Wine Flight, Well Gin, Chicken Wing Flight, Bourbon Flight, Fry Flight, Pinot Grigio - 14 Hands - Glass, MODELO, Bird Dog",9.0,179.29,0.0
4685,2023-11-11 17:51:00,"Fry Flight, Casamigos Anejo, Bluemoon, Caesar Salad",5.0,79.74000000000001,20.0
4687,2024-02-03 17:55:00,"Fry Flight, Margarita Rock Flight, Bloody Mary Flight, Mule Flight, Around the World, Bloody Mary Flight, Bloody Mary Flight, Mule Flight",8.0,367.45,0.0
4691,2024-01-13 17:50:00,"Red Wine Flight, Hummus",2.0,43.7,10.0
4704,2023-11-19 15:41:00,"Frozen Margarita Flight, Martini Flight, Slider Flight, Skewer Flight, Roasted Lemon Chicken, Fettuccine Alfredo",6.0,155.1,14.85
4704,2024-01-20 18:42:00,"Chicken Wing Flight, Flights Burger",2.0,43.65,11.99
4707,2024-02-06 17:59:00,Flights Burger,1.0,0.0,11.5
4709,2024-01-14 19:44:00,MODELO,1.0,8.75,10.0
4709,2024-01-18 18:26:00,Chicken Wing Flight,1.0,0.0,18.57
4714,2023-12-03 13:42:00,"Titos, Toast Flight, Fettuccine Alfredo, 6 Oz N.Y. Steak & Eggs, Fry Flight, Titos, HH Bloody Mary Flight, Kids Lemonade, Macaroni & Cheese, Two Chicken Tacos, Cast Iron Hash Flight",13.0,185.67,11.58
4720,2024-01-05 18:42:00,"Margarita Rock Flight, Martini Flight, Skewer Flight, Beer Flight, Martini",5.0,107.12,3.0
4728,2023-12-15 17:17:00,"Slider Flight, Slider Flight",2.0,21.8,3.0
4735,2023-12-02 18:21:00,"Hapas ipa, Lemonade, Mojito Flight, Mojito Flight, Empanada Flight, Skewer Flight, Side Fries, Flights Burger, Fry Flight, 12 Oz New York Steak, Caesar Salad, Cheesecake Flight",12.0,231.51999999999998,20.0
4735,2023-12-02 18:26:00,"Moscow Mule, Mojito Flight, Caprese Salad, Skewer Flight, Fry Flight",5.0,98.27,20.0
4737,2024-01-27 11:37:00,"HH Mimosa Flight, cheese flight, Cast Iron Hash Flight, Ahi Tuna Taco Flight",4.0,72.03,9.38
4738,2023-12-05 17:36:00,"HH Gin Flight, HH Margarita Rock Flight, HH Mule Flight, Fry Flight, Chicken Wing Flight, Empanada Flight, HH Mojito Flight, HH Old Fashioned Flight, HH Frozen Margarita Flight",9.0,162.85,35.83
4738,2023-12-05 18:48:00,"Elysian Space Dust, Elysian Space Dust",2.0,10.92,35.83
4751,2024-01-02 19:23:00,"Elysian Space Dust, HH BEER",2.0,10.92,10.0
4751,2024-02-25 12:38:00,"Wingman, Side Bacon, Pancake Flight, Ice Man, Wingman",5.0,67.78,12.2
4756,2024-02-16 16:22:00,"Roy Rogers, Campbell Mud Pie",2.0,17.5,3.33
4757,2024-02-15 17:32:00,Taco Flight,1.0,9.81,0.0
4774,2023-11-11 15:19:00,Jameson,1.0,13.12,0.0
4774,2024-02-06 19:20:00,"Wedge Salad, HH stella",2.0,31.66,19.87
4782,2023-12-10 17:21:00,"Caesar Salad, Margarita Rock Flight, Chicken Wing Flight",3.0,64.43,11.6
4787,2023-11-24 16:41:00,"Taco Flight, Mac & Cheese Flight, Mac & Cheese Flight, Mac & Cheese Flight, BBQ Pulled Pork Sandwich, Empanada Flight, Empanada Flight, Ahi Tuna Taco Flight, Slider Flight, Fry Flight, Brownie Bomber, Skewer Flight, Empanada Flight, Mac & Cheese Flight, Cheesecake Flight, Ahi Tuna Taco Flight, Chicken Wing Flight, Fry Flight",19.0,376.4,18.0
4793,2024-01-12 18:04:00,"Voodoo Ranger, Voodoo Ranger, Hummus",3.0,28.369999999999997,7.86
4793,2024-01-18 16:13:00,Ahi Tuna Taco Flight,1.0,9.81,8.3
4793,2024-01-19 20:45:00,"Sierra Hazy, Sierra Hazy",2.0,17.5,10.66
4793,2024-02-05 16:07:00,Fry Flight,1.0,0.0,8.46
4806,2024-02-02 20:29:00,"Frozen Margarita Flight, Margarita Rock Flight, Fry Flight, Mac & Cheese Flight, Ahi Tuna Taco Flight, Martini Flight, Beignet Flight",7.0,149.65,26.94
4808,2023-11-10 18:34:00,"Margarita Rock Flight, Beer Flight",2.0,43.75,15.96
4808,2024-01-04 17:13:00,"HH Margarita Rock Flight, Empanada Flight",2.0,37.15,2.02
4814,2023-11-06 17:34:00,Flights Burger,1.0,9.26,0.0
4814,2023-12-09 14:59:00,"Two Beef Tacos, Kida Apple Juice, Flights Burger, Two Beef Tacos, Kida Apple Juice, Flights Burger, Two Beef Tacos, Kida Apple Juice, Flights Burger",9.0,88.41,0.0
4814,2024-02-25 12:35:00,"Diet Coke, Mimosa, Taco Flight, Breakfast Burrito, Caesar Salad",5.0,74.19999999999999,14.84
4817,2023-11-11 19:28:00,"Martini Flight, Cheesecake Flight",2.0,39.32,9.0
4817,2023-12-16 12:13:00,"Breakfast Burrito, Breakfast Burrito, Mimosa, Mimosa, Mimosa, Mimosa, Mimosa, Mimosa, Mimosa, Mimosa",10.0,135.45999999999998,0.0
4834,2024-01-05 17:47:00,"HH Old Fashioned Flight, Slider Flight, Wisky Flight",3.0,54.64,10.23
4836,2023-12-27 17:47:00,"Voodoo Ranger, Voodoo Ranger, Voodoo Ranger, Side Of Bread - 2x, Diet Coke",5.0,21.85,40.0
4840,2024-01-10 18:32:00,"Salad Flight, Chicken Wing Flight",2.0,22.37,10.09
4842,2023-11-29 20:04:00,"Cazadores Reposado, Cazadores Reposado, Cazadores Reposado",3.0,45.96,45.0
4846,2024-01-13 14:40:00,"HH Mimosa Flight, Mule Flight",2.0,42.66,3.0
4848,2023-11-15 19:05:00,"Taco Flight, Skewer Flight, Old Fashioned Flight, Margarita Rock Flight, Sierra Hazy, Hapas ipa",6.0,113.63,9.79
4857,2024-02-10 18:38:00,Wedge Salad,1.0,0.0,17.69
4861,2023-12-05 17:07:00,"HH Gin Flight, HH Martini Flight, HH Mule Flight, Skewer Flight, Empanada Flight, Ahi Tuna Taco Flight, Salad Flight, Martini Flight, Bloody Mary, Beignet Flight, HH Gin Flight, HH Martini Flight, HH Mule Flight, Skewer Flight, Empanada Flight, Ahi Tuna Taco Flight, Salad Flight, Martini Flight, Bloody Mary, Beignet Flight",22.0,454.5,15.0
4861,2023-12-05 17:20:00,"HH Mule Flight, HH Tasting Wine Flight, Fry Flight, Chicken Wing Flight",4.0,76.47,15.0
4862,2023-12-22 18:10:00,Meatballs,1.0,0.0,15.0
4863,2024-02-13 19:58:00,"Coke, Sprite, Gin Flight, Flights Burger, Taco Flight, Fettuccine Alfredo, Fry Flight",7.0,112.46,1.75
4864,2024-02-23 18:23:00,Jim Beam,1.0,10.93,39.36
4867,2023-12-17 14:43:00,"Ghost Rider, Pinot Noir - Josh - Glass",2.0,26.25,10.0
4870,2023-11-11 12:45:00,"HH Mimosa Flight, Smoked Show, Toast Flight, Chicken n Waffles, Side Bacon",5.0,81.94,18.66
4872,2023-11-17 19:53:00,"Red Wine Flight, Beer Flight, Old Fashioned Flight, BBQ Pulled Pork Sandwich, Side Fries",5.0,96.2,10.5
4872,2024-01-06 16:20:00,"Martini Flight, Slider Flight, Fry Flight",3.0,66.61,11.99
4884,2024-01-15 18:03:00,"Taco Flight, Caesar Salad, 805, 805",4.0,46.91,1.97
4884,2024-01-20 16:35:00,"Bluemoon, Martini Flight",2.0,35.0,7.0
4888,2023-11-18 17:08:00,"Mojito Flight, Margarita Rock Flight, Mimosa Flight, Skewer Flight, Slider Flight, 805, Fry Flight",7.0,151.86,10.15
4888,2024-02-17 19:53:00,"Margarita Rock Flight, Mimosa Flight, Mac & Cheese Flight",3.0,73.24,10.0
4903,2023-11-12 16:51:00,"Skewer Flight, Arnold Palmer",2.0,28.38,4.0
4907,2023-11-17 19:08:00,"Mojito Flight, Frozen Margarita Flight, Martini Flight, Fry Flight, Empanada Flight, Salad Flight, Ahi Tuna Taco Flight, Skewer Flight, Slider Flight, Beignet Flight, Titos, Titos",12.0,245.74,23.38
4911,2024-01-05 18:34:00,Jameson Dbl,1.0,26.25,21.42
4923,2024-02-08 20:02:00,"Sierra Hazy, Wingman, Diet Coke, Flights Burger, Skewer Flight, Ahi Tuna Taco Flight, Empanada Flight",7.0,111.36,0.0
4935,2024-02-02 18:14:00,"Titos, Coke, Fry Flight, Mac & Cheese Flight, Skewer Flight, Cheesecake Flight",6.0,96.05,32.44
4942,2023-11-27 19:33:00,"Bluemoon, Well Mezcal, Slider Flight, Well Mezcal",4.0,54.65,16.17
4943,2024-02-17 20:51:00,Wedge Salad,1.0,14.16,16.0
4944,2023-12-07 19:30:00,"Martini Flight, Flights Burger, Martini Flight, Hummus, Mile High, Mac & Cheese Flight, Beignet Flight, Beignet Flight, Martini Flight, Flights Burger, Martini Flight, Hummus, Mile High, Mac & Cheese Flight, Beignet Flight, Beignet Flight",16.0,303.62,0.0
4946,2023-12-18 17:50:00,"Chicken Wing Flight, Empanada Flight, HH Margarita Rock Flight, HH Margarita Rock Flight, Fry Flight",5.0,97.21,7.03
4946,2024-01-24 18:06:00,"HH Frozen Margarita Flight, HH Mojito Flight, Flights Burger, Taco Flight",4.0,74.27,2.62
4947,2023-11-18 19:32:00,"Martini Flight, Mac & Cheese Flight, Fry Flight, Slider Flight, Campbell Mud Pie, Campbell Mud Pie",6.0,113.59,20.0
4947,2023-12-17 11:57:00,"HH Mimosa Flight, 6 Oz N.Y. Steak & Eggs, Flights Burger",3.0,55.69,10.02
4947,2023-12-31 17:33:00,"Old Fashioned Flight, Slider Flight, Mac & Cheese Flight, Skewer Flight, Empanada Flight",5.0,113.55,17.54
4956,2024-02-24 17:27:00,Mile High,1.0,15.32,1.75
4964,2024-02-11 18:04:00,"Beer Flight, Chicken Wing Flight, Bluemoon",3.0,51.36,0.0
4971,2023-11-17 16:10:00,"Old Fashioned Flight, Fry Flight",2.0,44.79,23.39
4973,2024-02-11 18:24:00,"Bird Dog, Margarita, Fry Flight",4.0,63.370000000000005,17.28
4983,2024-01-07 15:53:00,"Mojito Flight, Beer Flight, Fry Flight, One Strawberry Cheesecake",4.0,65.58,15.0
4983,2024-02-18 12:19:00,"HH Bloody Mary Flight, Slider Flight",2.0,38.230000000000004,18.0
4994,2023-11-06 19:19:00,"Fry Flight, Pinot Grigio - 14 Hands - Glass, Bird Dog, Taco Flight",4.0,67.7,11.55
5005,2024-02-21 18:38:00,"Voodoo Ranger, Voodoo Ranger, Voodoo Ranger, Voodoo Ranger",4.0,21.84,33.21
5006,2024-02-14 19:06:00,"Mojito Flight, Taco Flight, Fry Flight",3.0,64.42,11.6
5009,2023-11-10 20:54:00,"Taco Flight, Fry Flight, Ghost Rider, Bluemoon, Bird Dog, Mile High",6.0,92.88,16.72
5013,2023-11-18 21:52:00,805,1.0,8.75,8.0
5013,2024-02-24 19:10:00,"Fry Flight, Ice Cream Nomas",2.0,22.919999999999998,11.6
5017,2023-12-15 16:24:00,"HH Frozen Margarita Flight, HH Frozen Margarita Flight",2.0,32.82,0.0
5020,2023-12-01 19:18:00,"Mojito Flight, Fry Flight, Mac & Cheese Flight, Chicken Wing Flight, Well Rum, Well Tequila, Well Tequila, Mojito Flight, Fry Flight, Mac & Cheese Flight, Chicken Wing Flight, Well Rum, Well Tequila, Well Tequila",14.0,266.54,5.0
5037,2023-12-29 20:16:00,"Beer Flight, Mojito Flight, Fry Flight, Skewer Flight, Chicken Wing Flight, Margarita Rock Flight",6.0,137.65,4.72
5041,2023-11-13 18:38:00,"HH Mojito Flight, HH Old Fashion Flight, Ahi Tuna Taco Flight",3.0,52.45,19.0
5043,2024-02-13 17:44:00,"Flights Burger, Ahi Tuna Taco Flight, Anaretto Sour",3.0,51.29,10.27
5048,2023-12-12 17:43:00,"HH Margarita Rock Flight, HH Mojito Flight",2.0,32.82,0.0
5048,2024-01-21 15:08:00,"Baby Back Ribs Flight, Lemonade, Wedge Salad, Skewer Flight",4.0,66.53999999999999,18.0
5048,2024-01-24 17:04:00,"Flights Burger, Flights Burger, Brownie Bomber",3.0,49.07,9.41
5060,2024-02-17 20:29:00,"Mac & Cheese Flight, Empanada Flight, Baby Back Ribs Flight, Well Mezcal, Martini Flight",5.0,103.77,20.75
5061,2023-11-14 16:37:00,Slider Flight,1.0,0.0,9.0
5064,2023-12-26 16:48:00,"HH Mimosa Flight, HH Tasting Wine Flight, Elysian Space Dust, Fishbbowl, Fettuccine Alfredo, Fry Flight, Skewer Flight, Flights Burger, Chicken Wing Flight, Mac & Cheese Flight, Pan Seared Salmon Fillet, Elysian Space Dust",12.0,223.85,0.0
5065,2024-02-16 21:07:00,"Mojito Flight, Martini Flight, Mac & Cheese Flight, Cheesecake Flight",4.0,86.31,12.0
5073,2024-01-14 15:25:00,"Fry Flight, Old Fashioned Flight, Mule Flight",3.0,71.03999999999999,16.28
5084,2023-12-22 19:16:00,"Mule Flight, Salad Flight, Skewer Flight, Empanada Flight",4.0,90.62,0.0
5091,2023-12-01 18:31:00,"Voodoo Ranger, Ahi Tuna Taco Flight, Skewer Flight, Bluemoon, Skewer Flight, Side Fries",6.0,91.7,4.0
5095,2024-02-24 15:15:00,"Mule Flight, Margarita Rock Flight",2.0,52.5,20.0
5114,2023-11-19 16:25:00,"Empanada Flight, I Heart Prosecco - Glass, Margarita Rock Flight, Meatballs, Roasted Lemon Chicken, Caprese Salad, I Heart Prosecco - Glass",8.0,148.54,10.94
5117,2024-02-10 19:55:00,"Old Fashioned Flight, Martini Flight",2.0,52.5,19.23
5128,2024-02-25 18:37:00,"Mile High, Ghost Rider, Fry Flight, Old Fashioned Flight",4.0,75.43,16.59
5132,2024-02-18 11:13:00,"HH Bloody Mary Flight, Martini Flight, Old Fashioned Flight, Chicken n Waffles, 6 Oz N.Y. Steak & Eggs, Bird Dog, Hennessy VS",11.0,214.29,12.01
5134,2024-01-12 18:58:00,"Lamb lolli, Meatballs, Red Wine Flight, Mile High",4.0,85.22,48.35
5135,2023-12-30 19:49:00,"Mule Flight, Caprese Salad",2.0,40.41,15.0
5136,2024-01-13 17:37:00,"Skewer Flight, Beignet Flight, Mojito Flight",3.0,62.24,10.12
5137,2024-02-10 17:38:00,"Syrah - The Pundit - Glass, I Heart Prosecco - Glass",1.0,11.469999999999999,20.1
5138,2024-02-07 18:56:00,Flights Burger,1.0,9.26,7.86
5150,2024-01-13 19:28:00,"Morena Mia, Drakes",2.0,18.59,10.0
5151,2024-02-21 18:29:00,Well Whiskey,1.0,13.12,4.81
5152,2023-11-09 18:50:00,"Chicken Wing Flight, Side Fries Garlic",2.0,12.55,5.0
5153,2023-12-15 17:49:00,"HH Martini Flight, HH Frozen Margarita Flight, Skewer Flight, Fry Flight, Slider Flight, HH Martini Flight, HH Frozen Margarita Flight, Skewer Flight, Fry Flight, Slider Flight",10.0,194.36,21.86
5154,2024-01-12 18:13:00,"HH Margarita Rock Flight, Hh Mojito Flight, Ahi Tuna Taco Flight, Skewer Flight, Baby Back Ribs Flight, Hh Old Fashion Flighr, Frozen Margarita Flight, Margarita Rock Flight, Maverick",9.0,184.68,6.17
5162,2024-01-19 20:19:00,Mule Flight,1.0,26.25,0.0
5167,2024-02-18 11:21:00,"Bird Dog, HH Mimosa Flight, Margarita Rock Flight, Coffee Regular, Ghost Rider, Ahi Tuna Taco Flight, Fry Flight, Toast Flight, Breakfast Burrito, Classic Breakfast, Cast Iron Hash Flight",11.0,181.23,7.65
5171,2023-11-11 17:26:00,"Sierra Hazy, Empanada Flight, Hapas ipa, Flights Burger, Flights Burger, Hapas ipa",6.0,84.07,32.13
5172,2024-02-26 18:14:00,"Margarita Rock Flight, Lemonade, Beer Flight, Frozen Margarita Flight, Fry Flight, Empanada Flight, Skewer Flight",7.0,137.66,15.0
5174,2023-12-23 12:23:00,"HH Mimosa Flight, Slider Flight, Skewer Flight, Salad Flight, Beignet Flight",5.0,93.85,20.0
5175,2024-01-09 17:27:00,Ahi Tuna Taco Flight,1.0,9.81,8.75
5185,2024-02-26 17:37:00,"HH Martini Flight, Long Island Iced Tea, Taco Flight, Well Vodka",4.0,65.58,0.0
5191,2023-11-30 16:27:00,"Flights Burger, Flights Burger, Bluemoon, Sierra Hazy, Bud Light",5.0,61.15,24.24
5198,2023-11-11 15:15:00,"Taco Flight, Slider Flight, Pinot Noir - Josh - Glass, Man, Pinot Noir - Josh - Glass, Voodoo Ranger, Voodoo Ranger",7.0,95.02,2.36
5207,2023-11-25 14:56:00,"Ahi Tuna Taco Flight, cheese flight, Bird Dog, Diet Coke, Fry Flight, Empanada Flight, Mac & Cheese Flight, Bird Dog",8.0,131.03,26.21
5207,2024-01-03 17:55:00,"Voodoo Ranger, Voodoo Ranger, Hummus, 1 Plain Meatball., Side Of Hummus, Diet Coke",6.0,37.13,3.85
5213,2023-12-01 18:27:00,"HH Martini Flight, HH Mojito Flight, HH Margarita Rock Flight, Ice Man, HH Martini Flight, HH Mojito Flight, HH Margarita Rock Flight, Ice Man",12.0,190.32,15.0
5213,2024-01-27 17:07:00,"Martini Flight, Mac & Cheese Flight, Chicken Wing Flight, Taco Flight, Fettuccine Alfredo",5.0,121.22,6.55
5216,2024-02-24 17:10:00,"Salad Flight, Slider Flight, Sierra Hazy",3.0,50.2,0.0
5230,2024-01-13 19:47:00,"Shirley Temple, Baby Back Ribs Flight, Baby Back Ribs Flight, Coke",4.0,56.76,6.0
5232,2023-12-10 11:05:00,"HH Mimosa Flight, Cast Iron Hash Flight, Flights 3 Egg Omelet, Hot Tea",4.0,54.58,11.0
5232,2024-01-20 18:11:00,"Cabernet - Josh Hearth - Glass, Sierra Hazy, Slider Flight, Baby Back Ribs Flight, Caesar Salad, Cheesecake Flight, Cabernet - Josh Hearth - Glass, Bulleit Bourbon, Cabernet - Josh Hearth - Glass, Bulleit Bourbon",10.0,156.16,31.23
5232,2024-01-28 16:00:00,"Martini Flight, Fry Flight, Frozen Margarita Flight, cheese flight, Mac & Cheese Flight",5.0,108.14,18.0
5232,2024-02-21 18:25:00,"Mile High, Well Tequila",2.0,27.36,10.49
5239,2024-02-25 13:28:00,"Ahi Tuna Taco Flight, Side Fries, Diet Coke",3.0,30.58,0.0
5253,2024-02-02 19:29:00,"Ahi Tuna Taco Flight, Fry Flight, Mojito Flight, Margarita Rock Flight",4.0,90.67,4.0
5256,2023-11-21 18:18:00,"Martini Flight, Skewer Flight",2.0,50.25,9.04
5256,2024-02-19 19:36:00,"Coke, Diet Coke, Sierra Hazy, Empanada Flight, Wedge Salad, BBQ Pulled Pork Sandwich",6.0,72.03999999999999,7.67
5262,2024-02-24 18:14:00,"Margarita Rock Flight, Mule Flight, Fry Flight, Margarita Rock Flight, Margarita Rock Flight",5.0,123.53999999999999,13.76
5264,2024-01-07 19:23:00,"Mile High, Ghost Rider, Ahi Tuna Taco Flight, Baby Back Ribs Flight, Skewer Flight, Fry Flight, Birthday Cheesecake",7.0,116.81,25.71
5267,2024-01-23 18:04:00,"Guinness, MODELO, Margarita Rock Flight, Mule Flight, Taco Flight, Fry Flight, Baby Back Ribs Flight, Slider Flight, Chicken Wing Flight",10.0,197.64,7.87
5268,2024-01-06 19:55:00,"Frozen Margarita Flight, Shirley Temple, Flights Burger, BBQ Pulled Pork Sandwich, Caprese Salad, Taco Flight, Roasted Lemon Chicken, Taco Flight, Roasted Lemon Chicken, Martini Flight, Cheesecake Flight, Beignet Flight",12.0,228.10999999999999,5.0
5285,2023-11-10 17:31:00,Pinot Noir - Chalk Hill - Glass,1.0,14.21,14.34
5290,2024-01-07 16:34:00,Titos,2.0,26.25,5.25
5306,2024-02-24 17:40:00,"Ahi Tuna Taco Flight, Taco Flight, Slider Flight",3.0,61.08,14.05
5318,2024-02-05 17:21:00,"HH Mojito Flight, Taco Flight, Empanada Flight, Side Fries",5.0,79.75999999999999,15.95
5322,2024-02-24 17:38:00,"Well Vodka, 12 Oz New York Steak, Pan Seared Salmon Fillet, Campbell Mud Pie",4.0,98.34,6.11
5324,2023-11-09 16:07:00,HH Old Fashioned Flight,1.0,16.41,3.0
5324,2023-11-16 16:26:00,"805, 805, Bluemoon",3.0,26.25,0.0
5324,2023-11-30 17:18:00,Coffee Regular,1.0,4.38,6.0
5324,2023-11-30 19:34:00,"805, Flights Burger, Flights Burger, Taco Flight, 805, 805, 805",7.0,91.71,4.0
5324,2023-12-14 16:23:00,Flights Burger,1.0,9.26,5.0
5325,2023-11-14 19:18:00,"Mojito Flight, Skewer Flight, Empanada Flight, Brownie Bomber",4.0,82.98,0.0
5337,2023-12-31 18:59:00,"Baby Back Ribs Flight, Cheesecake Flight, Coffee Regular, Lemonade",5.0,50.2,6.0
5338,2023-11-11 15:16:00,"Miracle on the Hudson, Mocktini Flight, Cast Iron Hash Flight, Pancake Flight, Breakfast Burrito, Side Bacon",6.0,99.36,5.0
5341,2024-01-29 16:38:00,"Beef Slider, Rose - The Fabliest - Glass, Beef Slider",3.0,32.79,8.0
5347,2024-01-26 20:21:00,"Coke, Mule Flight, Slider Flight, Taco Flight, Mac & Cheese Flight, Baby Back Ribs Flight, 12 Oz New York Steak, Beignet Flight",8.0,171.42,5.0
5357,2023-11-18 11:31:00,MODELO,4.0,35.0,10.0
5358,2023-11-30 17:33:00,"Sprite, Margarita Rock Flight, Chicken Wing Flight, Mojito Flight, Slider Flight, Mule Flight, BBQ Pulled Pork Sandwich, Slider Flight, Mojito Flight, Baby Back Ribs Flight, Fry Flight, Fry Flight, Mule Flight, Slider Flight, Mule Flight, Chicken Wing Flight, Ahi Tuna Taco Flight, Margarita Rock Flight, Chicken Wing Flight, Old Fashioned Flight, Mojito Flight, Slider Flight, Mojito Flight, Chicken Wing Flight, 805, 805, Bird Dog, Bird Dog, Mile High",29.0,618.4,12.59
5358,2023-12-03 13:36:00,"Margarita Rock Flight, Taco Flight, Chicken Wing Flight, Fry Flight, Martini Flight, Skewer Flight, Elysian Space Dust, Titos, Toast Flight, Fettuccine Alfredo, 6 Oz N.Y. Steak & Eggs, Fry Flight, Titos",15.0,276.3,28.11
5359,2024-01-12 20:09:00,"Beer Flight, Mojito Flight, Chicken Wing Flight, Baby Back Ribs Flight, Slider Flight, Fry Flight, Baby Back Ribs Flight, Chicken Wing Flight",8.0,182.32999999999998,7.21
5367,2023-12-27 17:32:00,"Chicken Wing Flight, Baby Back Ribs Flight",2.0,49.11,10.0
5370,2023-12-26 17:21:00,"Bluemoon, Baby Back Ribs Flight, Chicken Wing Flight, Fry Flight, Bird Dog",5.0,88.43,4.72
5370,2023-12-26 18:10:00,Flights Burger,1.0,18.54,3.15
5373,2024-01-18 19:40:00,"Martini Flight, Margarita Rock Flight, Skewer Flight, Pan Seared Salmon Fillet, Campbell Mud Pie, Old Fashioned Flight",6.0,146.44,46.0
5377,2023-12-22 19:53:00,"Mac & Cheese Flight, Chicken Wing Flight, Wedge Salad",4.0,80.71,5.0
5382,2024-02-14 19:12:00,"Old Fashioned Flight, Mojito Flight, Salad Flight, Flights Burger, 12 Oz New York Steak",5.0,133.28,40.0
5385,2024-01-20 11:53:00,Breakfast Burrito,1.0,0.0,7.86
5391,2024-01-30 16:59:00,"Old Fashioned, HH Old Fashioned Flight, Fry Flight, Slider Flight",4.0,73.18,7.32
5401,2024-02-04 11:33:00,"Chicken n Waffles, HH Mimosa Flight, HH Bloody Mary Flight, Taco Flight",4.0,74.27,9.83
5402,2023-12-02 20:51:00,"Mule Flight, Frozen Margarita Flight, Ahi Tuna Taco Flight, Fry Flight, Mac & Cheese Flight, Smoked Show, Smoked Show",7.0,142.05,6.74
5403,2024-01-27 19:32:00,"Taco Flight, Fry Flight, Chicken Wing Flight, Taco Flight, Fry Flight, Chicken Wing Flight",6.0,126.56,30.27
5418,2023-12-14 15:53:00,"Mule Flight, Mule Flight, Margarita Rock Flight, Mojito Flight, cheese flight, Empanada Flight, Taco Flight, Slider Flight, Caprese Salad, Skewer Flight",10.0,221.71,3.0
5418,2024-01-13 18:18:00,"Mocktini Flight, Margarita, Mule Flight, Mule Flight",2.0,41.01,25.55
5422,2023-12-17 13:31:00,"Mojito Flight, Pancake Flight, Mac & Cheese Flight",3.0,62.239999999999995,6.0
5427,2023-12-22 20:34:00,"Martini Flight, Margarita Rock Flight, Slider Flight, Fry Flight, Chicken Wing Flight, Cheesecake Flight",6.0,131.04,7.0
5434,2024-01-03 16:27:00,"805, Coke, Flights Burger, Flights Burger, 805",5.0,58.959999999999994,6.56
5438,2023-11-16 20:16:00,"Fry Flight, Frozen Margarita Flight",2.0,44.79,3.0
5440,2024-01-21 15:36:00,"Sprite, Ahi Tuna Taco Flight, Mac & Cheese Flight, Slider Flight",4.0,66.57,10.5
5447,2023-11-24 20:19:00,Mule Flight,1.0,26.25,10.5
5449,2023-12-02 19:07:00,"Old Fashioned Flight, Old Fashioned Flight, Margarita Rock Flight, Margarita Rock Flight, Margarita Rock Flight, Old Fashioned Flight, Old Fashioned Flight, Around the World, Slider Flight, Fry Flight, Mac & Cheese Flight, Empanada Flight, Salad Flight, Skewer Flight, Roasted Lemon Chicken, Skewer Flight, Chicken Wing Flight, Side Fries, cheese flight, Smoked Show, Birthday Treat, Don Julio Blanco",22.0,630.6,0.0
5449,2023-12-02 19:08:00,"Margarita Rock Flight, Pan Seared Salmon Fillet, Chicken Wing Flight, Roasted Lemon Chicken, Bombay Saphire, Cabernet - Flights Founder's Label - Glass",6.0,133.27,0.0
5465,2024-02-02 21:44:00,"Frozen Margarita Flight, Kamikaze",2.0,41.57,15.34
5466,2023-11-24 17:17:00,"HH Margarita Rock Flight, Caesar Salad, Fry Flight, Chicken Wing Flight",5.0,89.53999999999999,3.93
5466,2023-12-26 17:28:00,Voodoo Ranger,3.0,16.41,3.71
5466,2024-02-23 18:24:00,"HH BEER, HH BEER, HH BEER, HH BEER",4.0,21.84,6.0
5471,2024-01-28 12:33:00,"HH Mimosa Flight, Mojito Flight, Side Bacon, Toast Flight, Pancake Flight, Beignet Flight",6.0,91.72,8.0
5474,2024-01-12 20:51:00,"Mule Flight, Mojito Flight",2.0,52.5,9.45
5481,2023-12-17 13:55:00,"Taco Flight, Roasted Lemon Chicken",2.0,46.92,10.0
5481,2024-01-14 16:52:00,"Margarita Rock Flight, Frozen Margarita Flight, Pan Seared Salmon Fillet, Slider Flight, BBQ Pulled Pork Sandwich, Ahi Tuna Taco Flight, Frozen Margarita Flight, Beignet Flight, Mojito Flight",10.0,234.89,0.0
5483,2023-11-17 17:27:00,"Grey Goose, Margarita, Fry Flight, Taco Flight, Grey Goose, Margarita, Grey Goose",10.0,158.45,15.51
5486,2023-11-25 19:51:00,"Martini Flight, Margarita Rock Flight, Mac & Cheese Flight, Empanada Flight, Caesar Salad, Caesar Salad, Taco Flight, Taco Flight",8.0,176.88,31.84
5488,2024-02-10 13:33:00,"Caesar Salad, Roasted Lemon Chicken",2.0,49.11,4.91
