,Menu Item,Modifiers,Price,Qty,Discount,Net,Tax,Total,Voided?,Reason,Refund Qty,Refund,Last 4 Card Digits,Order Date,Tip,Gratuity
2,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,1044.0,2023-12-03 18:16:00,$29.00,$0.00
3,Fettuccine Alfredo,Chicken,$26.95,1,$0.00,$26.95,$2.540,$29.49,False,,0,$0.00,1044.0,2023-12-03 18:16:00,$29.00,$0.00
4,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,1044.0,2023-12-03 18:16:00,$29.00,$0.00
0,Don Julio Reposado,,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,6555.0,2023-12-03 19:01:00,$25.00,$0.00
1,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,6555.0,2023-12-03 19:01:00,$25.00,$0.00
2,Slider Flight,Blue Cheese On Side,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,6555.0,2023-12-03 19:01:00,$25.00,$0.00
3,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,6555.0,2023-12-03 19:01:00,$25.00,$0.00
4,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,6555.0,2023-12-03 19:01:00,$25.00,$0.00
5,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,6555.0,2023-12-03 19:01:00,$25.00,$0.00
0,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,7519.0,2023-12-03 19:01:00,$1.58,$0.00
0,Margarita Rock Flight,,$24.00,2,$0.00,$48.00,$4.500,$52.50,False,,0,$0.00,3068.0,2023-12-04 16:14:00,$15.00,$0.00
1,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,3068.0,2023-12-04 16:14:00,$15.00,$0.00
0,HH Old Fashioned Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5967.0,2023-12-04 17:07:00,$11.78,$0.00
1,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,5967.0,2023-12-04 17:07:00,$11.78,$0.00
2,Ahi Tuna Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,5967.0,2023-12-04 17:07:00,$11.78,$0.00
3,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,5967.0,2023-12-04 17:07:00,$11.78,$0.00
4,Mocktini Flight,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,5967.0,2023-12-04 17:07:00,$11.78,$0.00
0,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,True,Server Error,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
1,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,True,Server Error,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
2,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,True,Server Error,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
3,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,True,Server Error,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
4,Elysian Space Dust,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
5,Elysian Space Dust,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
6,Elysian Space Dust,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
7,Elysian Space Dust,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
8,Hummus,,$15.95,1,$0.00,$15.95,$1.500,$17.45,False,,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
9,Hummus,,$15.95,1,$0.00,$15.95,$1.500,$17.45,False,,0,$0.00,1334.0,2023-12-04 18:12:00,$4.37,$0.00
0,HH Mule Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,3334.0,2023-12-04 19:31:00,$24.27,$0.00
1,Courvoisier VS,,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,3334.0,2023-12-04 19:31:00,$24.27,$0.00
2,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,3334.0,2023-12-04 19:31:00,$24.27,$0.00
0,Paloma,With Titos,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,2695.0,2023-12-04 20:28:00,$22.72,$0.00
1,Voodoo Ranger,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,2695.0,2023-12-04 20:28:00,$22.72,$0.00
0,Old Fashioned Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2005.0,2023-12-05 16:15:00,$20.00,$0.00
1,Campbell Mud Pie,,$12.00,1,$0.00,$12.00,$1.120,$13.12,True,Customer Changed Mind,0,$0.00,2005.0,2023-12-05 16:15:00,$20.00,$0.00
2,1 Scoop Vanilla Ice Cream,,$2.00,1,$0.00,$2.00,$0.180,$2.18,False,,0,$0.00,2005.0,2023-12-05 16:15:00,$20.00,$0.00
0,Frozen Margarita Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,6789.0,2023-12-05 16:58:00,$0.00,$0.00
1,Mule Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,6789.0,2023-12-05 16:58:00,$0.00,$0.00
2,Ahi Tuna Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,6789.0,2023-12-05 16:58:00,$0.00,$0.00
3,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,6789.0,2023-12-05 16:58:00,$0.00,$0.00
4,Fry Flight,Mayonaise,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,6789.0,2023-12-05 16:58:00,$0.00,$0.00
0,MODELO,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,4220.0,2023-11-05 11:04:00,$10.00,$0.00
0,Breakfast Burrito,Sour Cream And Guac On Side,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,3772.0,2023-11-05 11:06:00,$0.00,$0.00
0,Titos,Soda,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,7260.0,2023-11-05 11:27:00,$5.00,$0.00
1,HH Mimosa Flight,,$15.00,0.5,$0.00,$7.50,$0.710,$8.21,False,,0,$0.00,7260.0,2023-11-05 11:27:00,$5.00,$0.00
0,Titos,Soda,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,1002.0,2023-11-05 11:20:00,$9.61,$0.00
1,HH Mimosa Flight,,$15.00,0.5,$0.00,$7.50,$0.710,$8.21,False,,0,$0.00,1002.0,2023-11-05 11:20:00,$9.61,$0.00
0,HH Mimosa Flight,,$15.00,2,$0.00,$30.00,$2.820,$32.82,False,,0,$0.00,4317.0,2023-11-05 11:29:00,$2.00,$11.80
1,Toast Flight,,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,4317.0,2023-11-05 11:29:00,$2.00,$11.80
0,Beef Slider,NO Drink,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,5643.0,2023-11-05 12:47:00,$0.00,$20.75
1,Macaroni & Cheese,NO Drink,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,5643.0,2023-11-05 12:47:00,$0.00,$20.75
2,6 Oz N.Y. Steak & Eggs,"Medium Rare, Over Easy",$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,5643.0,2023-11-05 12:47:00,$0.00,$20.75
3,HH Bloody Mary Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5643.0,2023-11-05 12:47:00,$0.00,$20.75
4,2 Kids Apple Juice,,$0.00,1,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,5643.0,2023-11-05 12:47:00,$0.00,$20.75
0,Margarita Rock Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$2.00,$11.78
1,Elysian Space Dust,Sierra Nevada,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$2.00,$11.78
2,Flights 3 Egg Omelet,No Potatoes,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$2.00,$11.78
3,HH Mimosa Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$2.00,$11.78
4,Voodoo Ranger,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$2.00,$11.78
5,Caprese Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$2.00,$11.78
6,Caprese Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$2.00,$11.78
0,Bird Dog,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$5.00,$3.71
1,Caprese Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$5.00,$3.71
2,Pancake Flight,,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$5.00,$3.71
3,Caprese Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,8834.0,2023-11-05 12:49:00,$5.00,$3.71
0,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,8730.0,2023-11-05 11:40:00,$8.00,$0.00
0,Titos,Soda,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,7427.0,2023-11-05 11:48:00,$0.00,$0.00
1,6 Oz N.Y. Steak & Eggs,"Medium Rare, Poached, NO French Fries, Seasoned Potatoes",$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7427.0,2023-11-05 11:48:00,$0.00,$0.00
2,Titos,Soda,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,7427.0,2023-11-05 11:48:00,$0.00,$0.00
0,Margarita Rock Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1379.0,2023-11-05 12:01:00,$10.00,$0.00
1,Caesar Salad,"Shrimp, Extra Croutons And Dressing",$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,1379.0,2023-11-05 12:01:00,$10.00,$0.00
0,HH Bloody Mary Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1347.0,2023-11-05 12:21:00,$6.00,$0.00
1,Maverick,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1347.0,2023-11-05 12:21:00,$6.00,$0.00
2,Breakfast Burrito,No Bacon,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,1347.0,2023-11-05 12:21:00,$6.00,$0.00
3,Classic Breakfast,Over Medium,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,1347.0,2023-11-05 12:21:00,$6.00,$0.00
0,HH Mimosa Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6289.0,2023-11-05 12:39:00,$6.10,$0.00
1,Classic Breakfast,Scrambled,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,6289.0,2023-11-05 12:39:00,$6.10,$0.00
2,Toast Flight,,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,6289.0,2023-11-05 12:39:00,$6.10,$0.00
3,HH Mimosa Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6289.0,2023-11-05 12:39:00,$6.10,$0.00
0,Toast Flight,,$13.95,2,$0.00,$27.90,$2.610,$30.51,False,,0,$0.00,9316.0,2023-11-05 12:44:00,$5.02,$0.00
0,Diet Coke,,$4.00,2,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,3025.0,2023-11-05 13:11:00,$15.00,$0.00
1,6 Oz N.Y. Steak & Eggs,"Medium Rare, Over Easy",$18.95,2,$0.00,$37.90,$3.540,$41.44,False,,0,$0.00,3025.0,2023-11-05 13:11:00,$15.00,$0.00
0,Breakfast Burrito,"Extra Bacon, Avocado Cream Inside, NO Sour Cream",$13.95,1,$13.95,$0.00,$0.000,$0.00,False,,0,$0.00,2646.0,2023-11-05 13:33:00,$0.00,$0.00
0,HH Mimosa Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5709.0,2023-11-05 13:58:00,$20.43,$0.00
1,HH Mimosa Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5709.0,2023-11-05 13:58:00,$20.43,$0.00
2,Salad Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,5709.0,2023-11-05 13:58:00,$20.43,$0.00
3,Salad Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,5709.0,2023-11-05 13:58:00,$20.43,$0.00
0,Breakfast Burrito,All Sauces On Side,$13.95,1,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,2669.0,2023-11-05 14:00:00,$6.79,$45.27
1,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2669.0,2023-11-05 14:00:00,$6.79,$45.27
2,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2669.0,2023-11-05 14:00:00,$6.79,$45.27
3,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2669.0,2023-11-05 14:00:00,$6.79,$45.27
4,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,2669.0,2023-11-05 14:00:00,$6.79,$45.27
5,Chicken Wing Flight,"Salt Pepper, Buffalo, Bbq",$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,2669.0,2023-11-05 14:00:00,$6.79,$45.27
6,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2669.0,2023-11-05 14:00:00,$6.79,$45.27
0,Frozen Margarita Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8075.0,2023-11-05 14:06:00,$6.99,$46.60
1,Beer Flight,All Ipas,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8075.0,2023-11-05 14:06:00,$6.99,$46.60
2,Hapas ipa,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8075.0,2023-11-05 14:06:00,$6.99,$46.60
3,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,8075.0,2023-11-05 14:06:00,$6.99,$46.60
4,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,8075.0,2023-11-05 14:06:00,$6.99,$46.60
0,Around the World,,$175.00,1,$0.00,$175.00,$16.410,$191.41,False,,0,$0.00,9340.0,2023-11-05 16:09:00,$25.00,$0.00
1,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,9340.0,2023-11-05 16:09:00,$25.00,$0.00
2,Birthday Cheesecake,,$0.00,1,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,9340.0,2023-11-05 16:09:00,$25.00,$0.00
3,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,True,Customer Changed Mind,0,$0.00,9340.0,2023-11-05 16:09:00,$25.00,$0.00
4,Side Ribes Smoeky Bbq,,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,9340.0,2023-11-05 16:09:00,$25.00,$0.00
0,HH Bloody Mary Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
1,HH Mimosa Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
2,Long Island Iced Tea,,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
3,Frozen Margarita Flight,,$24.00,2,$0.00,$48.00,$4.500,$52.50,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
4,Frozen Margarita Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
5,Lemonade,,$4.00,2,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
6,Tequila Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
7,Margarita Rock Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
8,Well Gin,,$11.00,1,$0.00,$11.00,$1.040,$12.04,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
9,Lemonade,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
10,Margarita Rock Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1125.0,2023-11-05 14:11:00,$3.71,$0.00
0,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2109.0,2023-11-05 14:12:00,$2.55,$0.00
1,Martini Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2109.0,2023-11-05 14:12:00,$2.55,$0.00
2,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2109.0,2023-11-05 14:12:00,$2.55,$0.00
3,Cast Iron Hash Flight,Sunny-Side Up,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,2109.0,2023-11-05 14:12:00,$2.55,$0.00
4,Red Wine Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2109.0,2023-11-05 14:12:00,$2.55,$0.00
0,Flights Burger,"Medium, NO Red Onion, Regular Fries instead of garlic",$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,9270.0,2023-11-05 14:40:00,$5.25,$0.00
0,Caprese Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,8927.0,2023-11-05 14:32:00,$20.00,$0.00
0,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,4309.0,2024-01-31 19:30:00,$1.58,$0.00
0,Captain Morgan,Coke,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,3470.0,2024-01-31 19:35:00,$6.66,$0.00
1,Martini Flight,Prickly Pear No Lemon Drop,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3470.0,2024-01-31 19:35:00,$6.66,$0.00
2,Caprese Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,3470.0,2024-01-31 19:35:00,$6.66,$0.00
3,Captain Morgan,Coke,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,3470.0,2024-01-31 19:35:00,$6.66,$0.00
0,Empanada Flight,"Beef, Beef, Beef",$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,3214.0,2024-02-25 17:41:00,$3.73,$0.00
0,Martini Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1651.0,2024-02-25 17:41:00,$19.85,$0.00
1,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1651.0,2024-02-25 17:41:00,$19.85,$0.00
2,BBQ Pulled Pork Sandwich,"Split In Half, Cole Slaw On side",$17.95,1,$4.49,$13.46,$1.250,$14.71,False,,0,$0.00,1651.0,2024-02-25 17:41:00,$19.85,$0.00
3,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,1651.0,2024-02-25 17:41:00,$19.85,$0.00
0,Slider Flight,,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7017.0,2024-02-25 18:20:00,$24.67,$0.00
1,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,7017.0,2024-02-25 18:20:00,$24.67,$0.00
2,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,7017.0,2024-02-25 18:20:00,$24.67,$0.00
3,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,7017.0,2024-02-25 18:20:00,$24.67,$0.00
4,Empanada Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7017.0,2024-02-25 18:20:00,$24.67,$0.00
5,Campbell Mud Pie,,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,7017.0,2024-02-25 18:20:00,$24.67,$0.00
0,Diet Coke,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,5857.0,2024-02-25 18:27:00,$8.29,$0.00
1,Flights Burger,Well Done,$16.95,2,$0.00,$33.90,$3.170,$37.07,False,,0,$0.00,5857.0,2024-02-25 18:27:00,$8.29,$0.00
0,Mile High,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,5128.0,2024-02-25 18:37:00,$16.59,$0.00
1,Ghost Rider,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,5128.0,2024-02-25 18:37:00,$16.59,$0.00
2,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,5128.0,2024-02-25 18:37:00,$16.59,$0.00
3,Old Fashioned Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,5128.0,2024-02-25 18:37:00,$16.59,$0.00
0,Coke,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,1007.0,2024-02-25 18:46:00,$5.89,$0.00
1,Ghost Rider,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1007.0,2024-02-25 18:46:00,$5.89,$0.00
2,Taco Flight,"Chicken, Chicken, Beef",$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,1007.0,2024-02-25 18:46:00,$5.89,$0.00
3,Flights Burger,"Well Done, NO Smoked Bacon",$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,1007.0,2024-02-25 18:46:00,$5.89,$0.00
4,Empanada Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,1007.0,2024-02-25 18:46:00,$5.89,$0.00
5,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,1007.0,2024-02-25 18:46:00,$5.89,$0.00
6,Ghost Rider,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1007.0,2024-02-25 18:46:00,$5.89,$0.00
0,Fry Flight,"Truffle, Truffle, Garlic",$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,7013.0,2024-02-25 18:47:00,$0.00,$0.00
1,Empanada Flight,"Cheese, Cheese, Truffle Mushroom",$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7013.0,2024-02-25 18:47:00,$0.00,$0.00
2,Ahi Tuna Taco Flight,"Classic, Half Classic Half Spicy",$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,7013.0,2024-02-25 18:47:00,$0.00,$0.00
0,Margarita Rock Flight,Tajin Rim,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2825.0,2024-02-25 19:12:00,$9.39,$0.00
1,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,2825.0,2024-02-25 19:12:00,$9.39,$0.00
0,Salad Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,2875.0,2024-02-25 19:16:00,$13.77,$0.00
1,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,2875.0,2024-02-25 19:16:00,$13.77,$0.00
2,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,2875.0,2024-02-25 19:16:00,$13.77,$0.00
3,Flights Burger,"Medium Rare, Split In Half",$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2875.0,2024-02-25 19:16:00,$13.77,$0.00
4,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,2875.0,2024-02-25 19:16:00,$13.77,$0.00
0,Well Rum,,$11.00,1,$0.00,$11.00,$1.040,$12.04,False,,0,$0.00,8363.0,2024-02-25 19:31:00,$13.94,$15.75
1,MODELO,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8363.0,2024-02-25 19:31:00,$13.94,$15.75
2,Moscow Mule,,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8363.0,2024-02-25 19:31:00,$13.94,$15.75
3,MODELO,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8363.0,2024-02-25 19:31:00,$13.94,$15.75
0,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,7215.0,2024-02-25 19:59:00,$17.00,$0.00
1,Side Fries,Garlic,$6.00,1,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,7215.0,2024-02-25 19:59:00,$17.00,$0.00
2,805,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,7215.0,2024-02-25 19:59:00,$17.00,$0.00
3,Mojito,,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,7215.0,2024-02-25 19:59:00,$17.00,$0.00
4,Casamigos Blanco,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,7215.0,2024-02-25 19:59:00,$17.00,$0.00
0,Old Fashioned Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,6821.0,2024-02-26 16:29:00,$9.61,$0.00
1,Voodoo Ranger,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,6821.0,2024-02-26 16:29:00,$9.61,$0.00
2,Old Fashioned Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,6821.0,2024-02-26 16:29:00,$9.61,$0.00
3,Beer Flight,,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,6821.0,2024-02-26 16:29:00,$9.61,$0.00
0,H,,$0.01,1,$0.00,$0.01,$0.000,$0.01,False,,0,$0.00,1534.0,2024-02-26 16:39:00,$10.00,$0.00
